mdS0,mdgrate,mdS0_approx,mdgrate_approx
1.5046746559143067,3.9125269470214845,2.3155389245315505,4.192951949411189
2.341757507324219,4.62508203125,3.1202578807486003,4.9976709056282385
2.200952880859375,4.003436488560268,,
