mdS0,mdgrate,ts
1.8383639640808105,4.131458065032959,0.75
2.3832664031982422,4.663267036437988,0.3333333333333333
2.6908453674316406,4.9914202270507815,0.25
1.4363333930969238,3.629045322418213,2.0
1.8876118698120117,4.352339721679687,0.5
2.9475250396728514,5.279721435546875,0.2
